"address","borough","date","status","resolution","zip_code","latitude","longitude","closed_date"
"446 SOUTH    5 STREET","BROOKLYN",2021-08-07,"Open","Site downloaded for cleaning","11211","40.706845","-73.950998",NA
"884 METROPOLITAN AVENUE","BROOKLYN",2021-08-07,"Open","Site downloaded for cleaning","11211","40.714627","-73.939644",NA
"130 THAMES STREET","BROOKLYN",2021-08-06,"Open","Site downloaded for cleaning","11237","40.705598","-73.927504",NA
"463 61 STREET","BROOKLYN",2021-08-06,"Open","Site downloaded for cleaning","11220","40.639443","-74.017648",NA
"1556 BROADWAY","BROOKLYN",2021-08-06,"Open","Site downloaded for cleaning","11221","40.685998","-73.915933",NA
"1109 FLUSHING AVENUE","BROOKLYN",2021-08-06,"Open","Site downloaded for cleaning","11237","40.705156","-73.927642",NA
"2197 CRUGER AVENUE","BRONX",2021-08-06,"Open","Site downloaded for cleaning","10462","40.856265","-73.866649",NA
"2265 EAST TREMONT AVENUE","BRONX",2021-08-06,"Open","Site downloaded for cleaning","10462","40.842218","-73.855636",NA
"2040 EAST TREMONT AVENUE","BRONX",2021-08-06,"Open","Graffiti Reported","10462","40.841879","-73.858481",NA
"705 DRIGGS AVENUE","BROOKLYN",2021-08-06,"Open","Graffiti Reported","11211","40.713590","-73.959985",NA
"7 SEARCH LANE","STATEN ISLAND",2021-08-06,"Open","Property Research Required","10305","40.611733","-74.061488",NA
"601 SENECA AVENUE","QUEENS",2021-08-06,"Open","Graffiti Reported","11385","40.704067","-73.909797",NA
"2213 EAST TREMONT AVENUE","BRONX",2021-08-06,"Open","Site downloaded for cleaning","10462","40.842080","-73.856829",NA
"222 PARK PLACE","BROOKLYN",2021-08-06,"Open","Site downloaded for cleaning","11238","40.677069","-73.970571",NA
"4724 4 AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.647977","-74.011020",NA
"1240 HANCOCK STREET","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11221","40.692573","-73.910826",NA
"8401 FORT HAMILTON PARKWAY","BROOKLYN",2021-08-05,"Closed","Cleaning crew dispatched.  Property cleaned.","11209","40.621351","-74.023079",2021-09-16
"8123 FIFTH AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11209","40.624823","-74.024532",NA
"883 48 STREET","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.641264","-74.000919",NA
"5002 4 AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.646382","-74.012681",NA
"4914 8 AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.641541","-74.003279",NA
"176 AVENUE P","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11204","40.607845","-73.981762",NA
"5306 FOURTH AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.644689","-74.014446",NA
"1207 60 STREET","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11219","40.629925","-74.000317",NA
"4722 FOURTH AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.647985","-74.011013",NA
"412 52 STREET","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.644993","-74.013167",NA
"770 45 STREET","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.644377","-74.001575",NA
"1184 60 STREET","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11219","40.630499","-74.001304",NA
"4318 4 AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11232","40.650239","-74.008671",NA
"5122 FOURTH AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.645743","-74.013347",NA
"4814 4 AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.647456","-74.011568",NA
"473 46 STREET","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.647796","-74.008717",NA
"473 45 ST","BROOKLYN",2021-08-05,"Open","Property Research Required","11220","40.648356","-74.008133",NA
"654 DECATUR STREET","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11233","40.683393","-73.916416",NA
"5404 4 AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.644137","-74.015019",NA
"4502 6 AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.646490","-74.005308",NA
"4502 8 AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.643830","-74.000901",NA
"4905 8 AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.641571","-74.003221",NA
"3913 FOURTH AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11232","40.652490","-74.006292",NA
"1350 MYRTLE AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11221","40.698419","-73.922012",NA
"4918 8 AVENUE","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11220","40.641525","-74.003297",NA
"3078 HEATH AVENUE","BRONX",2021-08-05,"Open","Site downloaded for cleaning","10463","40.877635","-73.901668",NA
"479 56 STREET","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.642141","-74.014453",NA
"5512 4 AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.643544","-74.015635",NA
"5224 4 AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.645174","-74.013938",NA
"1392 ROCKAWAY PARKWAY","BROOKLYN",2021-08-05,"Open","Graffiti Reported","11236","40.645818","-73.903087",NA
"4421 6 AVENUE","BROOKLYN",2021-08-05,"Open","Site downloaded for cleaning","11220","40.646965","-74.004786",NA
"259 NORTH    5 STREET","BROOKLYN",2021-08-04,"Open","Site downloaded for cleaning","11211","40.714296","-73.954989",NA
"117 THOMAS S BOYLAND STREET","BROOKLYN",2021-08-04,"Open","Graffiti Reported","11233","40.681045","-73.914093",NA
"42-57 27 STREET","QUEENS",2021-08-04,"Open","Graffiti Reported","11101","40.748797","-73.941100",NA
"89-14 LIBERTY AVENUE","QUEENS",2021-08-04,"Open","Site downloaded for cleaning","11417","40.679957","-73.849490",NA
"4321 18 AVENUE","BROOKLYN",2021-08-04,"Open","Graffiti Reported","11218","40.631114","-73.976370",NA
"90-04 LIBERTY AVENUE","QUEENS",2021-08-04,"Open","Site downloaded for cleaning","11417","40.680011","-73.848621",NA
"660 85 STREET","BROOKLYN",2021-08-04,"Closed","Cleaning crew dispatched.  Property cleaned.","11228","40.619946","-74.022020",2021-09-16
"1216 ROGERS AVENUE","BROOKLYN",2021-08-04,"Open","Site downloaded for cleaning","11226","40.640213","-73.951360",NA
"228 EAST   38 STREET","BROOKLYN",2021-08-04,"Open","Site downloaded for cleaning","11203","40.651819","-73.941974",NA
"152 FORSYTH STREET","MANHATTAN",2021-08-03,"Open","Graffiti Reported","10002","40.720478","-73.991775",NA
"2 DELANCY STREET","MANHATTAN",2021-08-03,"Open","Site downloaded for cleaning","10002","40.720258","-73.993813",NA
"1436 GATES AVENUE","BROOKLYN",2021-08-03,"Open","Graffiti Reported","11237","40.697234","-73.914451",NA
"303 GRAND STREET","MANHATTAN",2021-08-03,"Open","Graffiti Reported","10002","40.717513","-73.991772",NA
"242-22 MERRICK BOULEVARD","QUEENS",2021-08-03,"Open","Graffiti Reported","11422","40.673849","-73.731428",NA
"141 NASSAU AVENUE","BROOKLYN",2021-08-03,"Open","Site downloaded for cleaning","11222","40.724737","-73.947900",NA
"219 BOWERY","MANHATTAN",2021-08-03,"Open","Site downloaded for cleaning","10002","40.721823","-73.993445",NA
"2309 WESTCHESTER AVENUE","BRONX",2021-08-03,"Open","Site downloaded for cleaning","10462","40.835810","-73.847869",NA
"21-03 45 AVENUE","QUEENS",2021-08-03,"Open","Site downloaded for cleaning","11101","40.747301","-73.947258",NA
"12 DELANCY STREET","MANHATTAN",2021-08-03,"Open","Site downloaded for cleaning","10002","40.720143","-73.993434",NA
"1594 SAINT MARKS AVENUE","BROOKLYN",2021-08-03,"Open","Graffiti Reported","11233","40.673258","-73.914533",NA
"44-45 VERNON BOULEVARD","QUEENS",2021-08-03,"Open","Graffiti Reported","11101","40.749208","-73.952204",NA
"37-30 81 STREET","QUEENS",2021-08-03,"Open","Graffiti Reported","11372","40.749312","-73.885190",NA
"138 NASSAU AVENUE","BROOKLYN",2021-08-03,"Open","Site downloaded for cleaning","11222","40.724756","-73.947784",NA
"417 GRAHAM AVENUE","BROOKLYN",2021-08-02,"Open","Site downloaded for cleaning","11211","40.717517","-73.944886",NA
"321 PULASKI STREET","BROOKLYN",2021-08-02,"Open","Graffiti Reported","11206","40.693659","-73.938061",NA
"300 SHEFFIELD AVENUE","BROOKLYN",2021-08-02,"Open","Graffiti Reported","11207","40.669796","-73.896354",NA
"8612 FIFTH AVENUE","BROOKLYN",2021-08-02,"Open","Graffiti Reported","11209","40.621345","-74.026354",NA
"263 KENT AVENUE","BROOKLYN",2021-08-02,"Open","Site downloaded for cleaning","11249","40.715766","-73.966293",NA
"58-11 43 AVENUE","QUEENS",2021-08-02,"Open","Graffiti Reported","11377","40.743161","-73.906706",NA
"30 ST FELIX STREET","BROOKLYN",2021-08-02,"Open","Site to be cleaned.","11217","40.688895","-73.977774",NA
"563 86 STREET","BROOKLYN",2021-08-02,"Open","Graffiti Reported","11209","40.620730","-74.024938",NA
"556 NEW LOTS AVENUE","BROOKLYN",2021-08-02,"Open","Site downloaded for cleaning","11207","40.664087","-73.887997",NA
"138 FROST STREET","BROOKLYN",2021-08-01,"Open","Site downloaded for cleaning","11211","40.717962","-73.945982",NA
"123 EAST   63 STREET","MANHATTAN",2021-08-01,"Open","Graffiti Reported","10065","40.764999","-73.966965",NA
"41-45 58 STREET","QUEENS",2021-08-01,"Open","Site downloaded for cleaning","11377","40.743971","-73.906964",NA
"186 VAN DYKE STREET","BROOKLYN",2021-08-01,"Open","Site downloaded for cleaning","11231","40.677063","-74.016739",NA
"684 BROADWAY","MANHATTAN",2021-07-30,"Open","Site downloaded for cleaning","10012","40.727905","-73.994667",NA
"9201 FLATLANDS AVENUE","BROOKLYN",2021-07-30,"Open","Site downloaded for cleaning","11236","40.641191","-73.904502",NA
"1268 EAST   92 STREET","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11236","40.639285","-73.902531",NA
"6814 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Cannot locate property.","11219","40.621073","-73.998451",2021-09-14
"7907 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11214","40.612279","-74.000933",2021-09-14
"7507 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11214","40.615619","-73.999978",NA
"1511 MERMAID AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11224","40.576842","-73.982890",2021-10-19
"6801 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11219","40.621145","-73.998411",2021-09-14
"7505 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11214","40.615630","-73.999975",NA
"6813 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11219","40.621079","-73.998429",2021-09-16
"83 SARATOGA AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11233","40.683927","-73.917382",NA
"129 EAST  157 STREET","BRONX",2021-07-30,"Open","Graffiti Reported","10451","40.825268","-73.925817",NA
"6805 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11219","40.621123","-73.998415",NA
"6820 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11219","40.621040","-73.998462",NA
"7803 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11214","40.613267","-74.000652",NA
"6917 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11228","40.620294","-73.998642",2021-09-10
"183 LEWIS AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11221","40.690430","-73.936525",NA
"7806 17 AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11214","40.613009","-74.000277",NA
"6416 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Cannot locate property.","11219","40.624301","-73.997558",2021-09-14
"330 WYTHE AVENUE","BROOKLYN",2021-07-30,"Open","Site downloaded for cleaning","11249","40.714876","-73.964887",NA
"65 COLUMBIA STREET","MANHATTAN",2021-07-30,"Open","Site downloaded for cleaning","10002","40.717012","-73.980286",NA
"2916 WHITE PLAINS ROAD","BRONX",2021-07-30,"Open","Site downloaded for cleaning","10467","40.868230","-73.867254",NA
"610 WEST  164 STREET","MANHATTAN",2021-07-30,"Open","Graffiti Reported","10032","40.838619","-73.942166",NA
"8024 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11214","40.611587","-74.001156",2021-09-14
"1042 39 STREET","BROOKLYN",2021-07-30,"Open","Site downloaded for cleaning","11219","40.643956","-73.991824",NA
"1887 RALPH AVENUE","BROOKLYN",2021-07-30,"Open","Site downloaded for cleaning","11234","40.631239","-73.918502",NA
"1502 66 STREET","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11219","40.622588","-73.997540",2021-09-14
"7305 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched. No graffiti on property.","11204","40.617261","-73.999517",2021-09-14
"8016 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11214","40.611631","-74.001145",NA
"8121 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11214","40.610552","-74.001444",2021-09-16
"7623 NEW UTRECHT AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11214","40.614705","-74.000245",2021-09-14
"9424 AVENUE L","BROOKLYN",2021-07-30,"Open","Site downloaded for cleaning","11236","40.637340","-73.897345",NA
"1075 60 STREET","BROOKLYN",2021-07-30,"Open","Graffiti Reported","11219","40.631937","-74.003653",NA
"1504 MERMAID AVENUE","BROOKLYN",2021-07-30,"Closed","Cleaning crew dispatched.  Property cleaned.","11224","40.576831","-73.982840",2021-10-19
"8901 FLATLANDS AVENUE","BROOKLYN",2021-07-30,"Open","Site downloaded for cleaning","11236","40.639818","-73.906634",NA
"64 WEST  116 STREET","MANHATTAN",2021-07-29,"Open","Site downloaded for cleaning","10026","40.801651","-73.948819",NA
"204 WEST  136 STREET","MANHATTAN",2021-07-29,"Open","Site downloaded for cleaning","10030","40.816209","-73.943786",NA
"86 STANTON STREET","MANHATTAN",2021-07-29,"Open","Site downloaded for cleaning","10002","40.721515","-73.988665",NA
"2001 NEWBOLD AVENUE","BRONX",2021-07-29,"Open","Site downloaded for cleaning","10462","40.832627","-73.856907",NA
"4201 7 AVENUE","BROOKLYN",2021-07-29,"Open","Site downloaded for cleaning","11232","40.646839","-74.001330",NA
"711 WEST END AVENUE","MANHATTAN",2021-07-29,"Open","Graffiti Reported","10025","40.794364","-73.973874",NA
"10 EAST BURNSIDE AVENUE","BRONX",2021-07-29,"Open","Site downloaded for cleaning","10453","40.853714","-73.907096",NA
"182 LENOX AVENUE","MANHATTAN",2021-07-29,"Open","Site downloaded for cleaning","10026","40.804082","-73.948170",NA
"402 WEST   51 STREET","MANHATTAN",2021-07-29,"Open","Site downloaded for cleaning","10019","40.764303","-73.988968",NA
"776 4 AVENUE","BROOKLYN",2021-07-29,"Open","Site downloaded for cleaning","11232","40.660008","-73.998955",NA
"102 WEST  116 STREET","MANHATTAN",2021-07-29,"Open","Graffiti Reported","10026","40.802302","-73.950364",NA
"4915 7 AVENUE","BROOKLYN",2021-07-29,"Open","Graffiti Reported","11220","40.642861","-74.005466",NA
"6018 7 AVENUE","BROOKLYN",2021-07-29,"Open","Graffiti Reported","11220","40.636669","-74.011937",NA
"40 WEST BURNSIDE AVENUE","BRONX",2021-07-29,"Open","Site downloaded for cleaning","10453","40.853839","-73.909077",NA
"1161 LONGFELLOW AVENUE","BRONX",2021-07-29,"Open","Site downloaded for cleaning","10459","40.827976","-73.888003",NA
"104 LENOX AVENUE","MANHATTAN",2021-07-29,"Open","Site downloaded for cleaning","10026","40.801552","-73.950014",NA
"35 WEST BURNSIDE AVENUE","BRONX",2021-07-29,"Open","Site downloaded for cleaning","10453","40.853836","-73.908961",NA
"3826 WHITEPLAINS ROAD","BRONX",2021-07-29,"Open","Graffiti Reported","10467","40.884429","-73.862321",NA
"557 LEONARD STREET","BROOKLYN",2021-07-29,"Open","Site downloaded for cleaning","11222","40.723783","-73.949784",NA
"138 BROADWAY","BROOKLYN",2021-07-29,"Open","Graffiti Reported","11211","40.710276","-73.963768",NA
"1611 HANCOCK STREET","QUEENS",2021-07-29,"Open","Graffiti Reported","11385","40.697639","-73.906398",NA
"101 VARICK AVENUE","BROOKLYN",2021-07-29,"Open","Site downloaded for cleaning","11237","40.709040","-73.927616",NA
"125 EAST BURNSIDE AVENUE","BRONX",2021-07-29,"Open","Site downloaded for cleaning","10453","40.852993","-73.905174",NA
"4917 7 AVENUE","BROOKLYN",2021-07-29,"Open","Graffiti Reported","11220","40.642853","-74.005474",NA
"4519 7 AVENUE","BROOKLYN",2021-07-29,"Open","Site downloaded for cleaning","11220","40.645087","-74.003153",NA
"116 MULBERRY STREET","MANHATTAN",2021-07-29,"Open","Site downloaded for cleaning","10013","40.717678","-73.998218",NA
"6801 4 AVENUE","BROOKLYN",2021-07-28,"Open","Site downloaded for cleaning","11220","40.635212","-74.023268",NA
"6508 6 AVENUE","BROOKLYN",2021-07-28,"Open","Site downloaded for cleaning","11220","40.635139","-74.017096",NA
"210 WEST  136 STREET","MANHATTAN",2021-07-28,"Open","Graffiti Reported","10030","40.816259","-73.943905",NA
"679 60 STREET","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.637220","-74.012398",NA
"1752 WALTON AVENUE","BRONX",2021-07-28,"Open","Graffiti Reported","10453","40.847107","-73.910543",NA
"55 HESTER STREET","MANHATTAN",2021-07-28,"Open","Site downloaded for cleaning","10002","40.715699","-73.990210",NA
"6114 7 AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.636109","-74.012517",NA
"221 BUSH STREET","BROOKLYN",2021-07-28,"Open","Site downloaded for cleaning","11231","40.673403","-74.000743",NA
"5717 7 AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.638370","-74.010136",NA
"558 86 STREET","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11209","40.620363","-74.024354",NA
"6108 7 AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.636133","-74.012492",NA
"51 SOUTH    1 STREET","BROOKLYN",2021-07-28,"Open","Site downloaded for cleaning","11249","40.715217","-73.965338",NA
"1458 GUN HILL ROAD","BRONX",2021-07-28,"Open","Site downloaded for cleaning","10469","40.869178","-73.843780",NA
"201 WEST  136 STREET","MANHATTAN",2021-07-28,"Open","Graffiti Reported","10030","40.816190","-73.943695",NA
"304 BAY RIDGE AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.635533","-74.025595",NA
"440 EAST  102 STREET","MANHATTAN",2021-07-28,"Open","Graffiti Reported","10029","40.786315","-73.940185",NA
"51-04 JACOBUS STREET","QUEENS",2021-07-28,"Open","Site downloaded for cleaning","11373","40.736647","-73.887558",NA
"289 KEAP STREET","BROOKLYN",2021-07-28,"Open","Site downloaded for cleaning","11211","40.707347","-73.955683",NA
"6110 7 AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.636125","-74.012499",NA
"6104 7 AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.636150","-74.012474",NA
"6761 4 AVENUE","BROOKLYN",2021-07-28,"Open","Site downloaded for cleaning","11220","40.635772","-74.023037",NA
"6756 4 AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.635802","-74.023048",NA
"6116 7 AVENUE","BROOKLYN",2021-07-28,"Open","Graffiti Reported","11220","40.636100","-74.012524",NA
