"address","borough","date","status","resolution","zip_code","latitude","longitude","closed_date"
"596 FIFTH AVENUE","BROOKLYN",2021-10-14,"Open","Site downloaded for cleaning","11215","40.664331","-73.990405",NA
"147 SMITH STREET","BROOKLYN",2021-10-14,"Open","Site downloaded for cleaning","11201","40.686821","-73.990391",NA
"30-35 34 STREET","QUEENS",2021-10-14,"Open","Site downloaded for cleaning","11103","40.764756","-73.919801",NA
"2475 OCEAN AVENUE","BROOKLYN",2021-10-14,"Open","Graffiti Reported","11229","40.601012","-73.951706",NA
"6523 18 AVENUE","BROOKLYN",2021-10-14,"Open","Graffiti Reported","11204","40.618940","-73.990361",NA
"218 HOYT STREET","BROOKLYN",2021-10-14,"Open","Graffiti Reported","11217","40.683668","-73.989767",NA
"76 GRAHAM AVENUE","BROOKLYN",2021-10-14,"Open","Site downloaded for cleaning","11206","40.703589","-73.942575",NA
"1360 FINDLAY AVENUE","BRONX",2021-10-14,"Open","Graffiti Reported","10456","40.836781","-73.909783",NA
"738 FRANKLIN AVENUE","BROOKLYN",2021-10-14,"Open","Site downloaded for cleaning","11238","40.673164","-73.957079",NA
"2264 DAVIDSON AVENUE","BRONX",2021-10-14,"Open","Site downloaded for cleaning","10453","40.858493","-73.904982",NA
"77 BRIDGE STREET","BROOKLYN",2021-10-14,"Open","Graffiti Reported","11201","40.702109","-73.984708",NA
"319 SCHERMERHORN STREET","BROOKLYN",2021-10-14,"Open","Graffiti Reported","11217","40.687257","-73.981571",NA
"56-65 RUST STREET","QUEENS",2021-09-24,"Open","Site downloaded for cleaning","11378","40.723501","-73.914259",NA
"33-38 FARRINGTON STREET","QUEENS",2021-09-24,"Open","Graffiti Reported","11354","40.766345","-73.832559",NA
"737 FULTON STREET","BROOKLYN",2021-09-24,"Open","Graffiti Reported","11217","40.686578","-73.975063",NA
"46-30 21 STREET","QUEENS",2021-09-24,"Open","Site downloaded for cleaning","11101","40.745183","-73.948349",NA
"465 UTICA AVENUE","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11203","40.662194","-73.931484",NA
"42-20 HAIGHT STREET","QUEENS",2021-09-24,"Open","Site downloaded for cleaning","11355","40.754218","-73.834004",NA
"25-45 BORDEN AVENUE","QUEENS",2021-09-24,"Open","Site downloaded for cleaning","11101","40.739398","-73.944446",NA
"630 UTICA AVENUE","BROOKLYN",2021-09-24,"Open","Graffiti Reported","11203","40.657932","-73.931056",NA
"1190 NOSTRAND AVENUE","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11225","40.658307","-73.950388",NA
"873 63 STREET","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11220","40.632917","-74.009854",NA
"45-58 46 STREET","QUEENS",2021-09-24,"Open","Site downloaded for cleaning","11377","40.742018","-73.918941",NA
"23-01 BORDEN AVENUE","QUEENS",2021-09-24,"Open","Site downloaded for cleaning","11101","40.739940","-73.947253",NA
"495 EMPIRE BOULEVARD","BROOKLYN",2021-09-24,"Open","Graffiti Reported","11225","40.664203","-73.946055",NA
"33-59 FARRINGTON STREET","QUEENS",2021-09-24,"Open","Graffiti Reported","11354","40.766320","-73.832526",NA
"1145 NOSTRAND AVENUE","BROOKLYN",2021-09-24,"Open","Graffiti Reported","11225","40.659649","-73.950506",NA
"843 EMPIRE BOULEVARD","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11213","40.663593","-73.934038",NA
"504 UTICA AVENUE","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11203","40.661440","-73.931427",NA
"33-37 FARRINGTON STREET","QUEENS",2021-09-24,"Open","Graffiti Reported","11354","40.766353","-73.832541",NA
"506 FLATBUSH AVENUE","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11225","40.662003","-73.961656",NA
"207 EMPIRE BOULEVARD","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11225","40.663642","-73.955366",NA
"1187 NOSTRAND AVENUE","BROOKLYN",2021-09-24,"Open","Graffiti Reported","11225","40.658350","-73.950370",NA
"492 EMPIRE BOULEVARD","BROOKLYN",2021-09-24,"Open","Graffiti Reported","11225","40.664181","-73.946159",NA
"415 UTICA AVENUE","BROOKLYN",2021-09-24,"Open","Site downloaded for cleaning","11213","40.664182","-73.931543",NA
"228-01 LINDEN BOULEVARD","QUEENS",2021-09-23,"Open","Graffiti Reported","11411","40.692921","-73.733031",NA
"43-42 37 STREET","QUEENS",2021-09-23,"Open","Graffiti Reported","11101","40.745268","-73.927779",NA
"341 ALBANY AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11213","40.668408","-73.939494",NA
"41-05 37 STREET","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11101","40.747255","-73.927361",NA
"45-08 102 STREET","QUEENS",2021-09-23,"Open","Graffiti Reported","11368","40.746224","-73.862387",NA
"83-20 BROADWAY","QUEENS",2021-09-23,"Open","Graffiti Reported","11373","40.740721","-73.879507",NA
"362 ROCHESTER AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11213","40.665684","-73.928636",NA
"43-12 50 STREET","QUEENS",2021-09-23,"Open","Graffiti Reported","11377","40.744233","-73.914694",NA
"595 CONEY ISLAND AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11218","40.642728","-73.969782",NA
"83-13 BROADWAY","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11373","40.740897","-73.879727",NA
"43 8 AVENUE","MANHATTAN",2021-09-23,"Open","Graffiti Reported","10014","40.738363","-74.003915",NA
"55-02 BROADWAY","QUEENS",2021-09-23,"Open","Graffiti Reported","11377","40.752850","-73.905945",NA
"75-01 BROADWAY","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11373","40.746172","-73.890208",NA
"41-08 JUDGE STREET","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11373","40.745630","-73.883490",NA
"48 JEFFERSON AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11216","40.682658","-73.955400",NA
"847 FRANKLIN AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.669465","-73.958393",NA
"83-26 BROADWAY","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11373","40.740572","-73.879294",NA
"83-12 BROADWAY","QUEENS",2021-09-23,"Open","Graffiti Reported","11373","40.740831","-73.879662",NA
"326 TROY AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11213","40.667668","-73.936802",NA
"41-31 39 STREET","QUEENS",2021-09-23,"Open","Graffiti Reported","11104","40.747149","-73.925514",NA
"36-16 SKILLMAN AVENUE","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11101","40.747335","-73.928051",NA
"53-24 ROOSEVELT AVENUE","QUEENS",2021-09-23,"Open","Graffiti Reported","11377","40.744557","-73.911193",NA
"42-15 11 STREET","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11101","40.752840","-73.947069",NA
"49-20 43 AVENUE","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11377","40.744540","-73.915296",NA
"2616 BEVERLY ROAD","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11226","40.644913","-73.952369",NA
"359 TROY AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11213","40.666109","-73.936923",NA
"839 FRANKLIN AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.669610","-73.958343",NA
"871 FRANKLIN AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.669031","-73.958552",NA
"828 NOSTRAND AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11216","40.670307","-73.950469",NA
"389 UTICA AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11213","40.664934","-73.931474",NA
"43-02 36 STREET","QUEENS",2021-09-23,"Open","Graffiti Reported","11101","40.745826","-73.928615",NA
"38-08 43 AVENUE","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11101","40.745835","-73.926511",NA
"38-15 39 STREET","QUEENS",2021-09-23,"Open","Public Property (Non-City)","11101","40.749729","-73.925002",NA
"387 TROY AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11213","40.665203","-73.937007",NA
"8115 3 AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11209","40.626919","-74.029638",NA
"86-32 BROADWAY","QUEENS",2021-09-23,"Open","Graffiti Reported","11373","40.737606","-73.877243",NA
"444 THROOP AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11221","40.688589","-73.942065",NA
"82-62 BROADWAY","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11373","40.741729","-73.880869",NA
"886 FRANKLIN AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.668194","-73.958877",NA
"33-01 QUEENS BOULEVARD","QUEENS",2021-09-23,"Open","Graffiti Reported","11101","40.744661","-73.931543",NA
"361 TROY AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11213","40.666048","-73.936930",NA
"357 TROY AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11213","40.666172","-73.936919",NA
"527 ROGERS AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11225","40.659079","-73.953358",NA
"43-10 35 STREET","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11101","40.745843","-73.929561",NA
"879 FRANKLIN AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.668611","-73.958704",NA
"950 NOSTRAND AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11225","40.665657","-73.950905",NA
"41-21 77 STREET","QUEENS",2021-09-23,"Open","Graffiti Reported","11373","40.744836","-73.888222",NA
"894 NOSTRAND AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.667524","-73.950731",NA
"1403 DITMAS AVENUE","BROOKLYN",2021-09-23,"Open","Graffiti Reported","11226","40.636762","-73.964377",NA
"821 FRANKLIN AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.670280","-73.958101",NA
"49-04 111 STREET","QUEENS",2021-09-23,"Open","Site downloaded for cleaning","11368","40.746059","-73.852870",NA
"65 WILLOUGHBY AVENUE","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11205","40.691602","-73.970315",NA
"999 PRESIDENT STREET","BROOKLYN",2021-09-23,"Open","Site downloaded for cleaning","11225","40.668940","-73.958769",NA
"40-75 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11368","40.747362","-73.868480",NA
"42-25 COLLEGE POINT BOULEVARD","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11355","40.754507","-73.833047",NA
"344 AVENUE Y","BROOKLYN",2021-09-22,"Open","Site downloaded for cleaning","11223","40.588050","-73.973191",NA
"55 SAINT JAMES PLACE","MANHATTAN",2021-09-22,"Open","Graffiti Reported","10038","40.712823","-73.998640",NA
"47-22 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Graffiti Reported","11368","40.743104","-73.867500",NA
"52 BOX STREET","BROOKLYN",2021-09-22,"Open","Site downloaded for cleaning","11222","40.737366","-73.954454",NA
"50-20 103 STREET","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11368","40.742949","-73.859373",NA
"55-15 102 STREET","QUEENS",2021-09-22,"Open","Graffiti Reported","11368","40.740076","-73.857842",NA
"432 3 STREET","BROOKLYN",2021-09-22,"Open","Graffiti Reported","11215","40.671867","-73.981381",NA
"86-20 CORONA AVENUE","QUEENS",2021-09-22,"Open","Graffiti Reported","11373","40.739561","-73.877672",NA
"103-06 MARTENSE AVENUE","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11368","40.740568","-73.856188",NA
"92-04 CORONA AVENUE","QUEENS",2021-09-22,"Open","Graffiti Reported","11373","40.742439","-73.872203",NA
"91-10 CORONA AVENUE","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11373","40.742482","-73.873210",NA
"93-24 CORONA AVENUE","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11373","40.742372","-73.870644",NA
"54-08 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11373","40.738747","-73.866715",NA
"94-14 CORONA AVENUE","QUEENS",2021-09-22,"Open","Graffiti Reported","11373","40.742302","-73.869551",NA
"91-18 CORONA AVENUE","QUEENS",2021-09-22,"Open","Graffiti Reported","11373","40.742479","-73.873149",NA
"1440 BROADWAY","BROOKLYN",2021-09-22,"Open","Graffiti Reported","11221","40.688051","-73.919544",NA
"45-02 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11368","40.744545","-73.867815",NA
"997 BROOK AVENUE","BRONX",2021-09-22,"Open","Site downloaded for cleaning","10451","40.826817","-73.911773",NA
"54-06 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Graffiti Reported","11373","40.738755","-73.866718",NA
"93-34 CORONA AVENUE","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11373","40.742355","-73.870262",NA
"42-12 104 STREET","QUEENS",2021-09-22,"Open","Graffiti Reported","11368","40.748176","-73.860838",NA
"91-14 CORONA AVENUE","QUEENS",2021-09-22,"Open","Graffiti Reported","11373","40.742479","-73.873178",NA
"90-02 CORONA AVENUE","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11373","40.741652","-73.874789",NA
"96-08 ALSTYNE AVENUE","QUEENS",2021-09-22,"Open","Site downloaded for cleaning","11368","40.743246","-73.867200",NA
"40-39 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Graffiti Reported","11368","40.748098","-73.868771",NA
"56-07 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Graffiti Reported","11373","40.737138","-73.866032",NA
"41-29 JUNCTION BOULEVARD","QUEENS",2021-09-22,"Open","Graffiti Reported","11368","40.746783","-73.868366",NA
"2515 WILLIAMSBRIDGE ROAD","BRONX",2021-09-22,"Open","Graffiti Reported","10469","40.863441","-73.858287",NA
"34-36 56 STREET","QUEENS",2021-09-22,"Open","Graffiti Reported","11377","40.752254","-73.905397",NA
"36-31 33 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11106","40.755207","-73.928649",NA
"109-01 37 AVENUE","QUEENS",2021-09-21,"Open","Graffiti Reported","11368","40.753957","-73.858354",NA
"40-20 22 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11101","40.754355","-73.940597",NA
"53-20 103 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11368","40.741102","-73.857446",NA
"30-01 36 AVENUE","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11106","40.756910","-73.930426",NA
"6922 BAY PARKWAY","BROOKLYN",2021-09-21,"Open","Site downloaded for cleaning","11204","40.611117","-73.984282",NA
"1996 OCEAN AVENUE","BROOKLYN",2021-09-21,"Open","Graffiti Reported","11230","40.612945","-73.953988",NA
"2049 86 STREET","BROOKLYN",2021-09-21,"Open","Graffiti Reported","11214","40.603880","-73.997029",NA
"36-21 33 STREET","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11106","40.755331","-73.928551",NA
"2010 86 STREET","BROOKLYN",2021-09-21,"Open","Graffiti Reported","11214","40.604432","-73.997976",NA
"36-36 36 STREET","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11106","40.753957","-73.926380",NA
"38-28 30 STREET","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11101","40.753821","-73.933118",NA
"40-25 CRESCENT STREET","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11101","40.753080","-73.938306",NA
"2781 86 STREET","BROOKLYN",2021-09-21,"Open","Graffiti Reported","11223","40.593335","-73.979595",NA
"82-15 ROOSEVELT AVENUE","QUEENS",2021-09-21,"Open","Graffiti Reported","11372","40.747664","-73.883706",NA
"77-04 ROOSEVELT AVENUE","QUEENS",2021-09-21,"Open","Graffiti Reported","11372","40.747142","-73.888514",NA
"35-27 28 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11106","40.758733","-73.931309",NA
"202 AVENUE A","MANHATTAN",2021-09-21,"Open","Site downloaded for cleaning","10009","40.729457","-73.981040",NA
"209 EAST   72 STREET","MANHATTAN",2021-09-21,"Open","Graffiti Reported","10021","40.769561","-73.960132",NA
"103-14 39 AVENUE","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11368","40.750726","-73.862879",NA
"7302 18 AVENUE","BROOKLYN",2021-09-21,"Open","Site downloaded for cleaning","11204","40.614475","-73.994900",NA
"29-05 36 AVENUE","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11106","40.757273","-73.931202",NA
"52-08 103 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11368","40.741761","-73.858145",NA
"6908 BAY PARKWAY","BROOKLYN",2021-09-21,"Open","Graffiti Reported","11204","40.611408","-73.983983",NA
"36-06 35 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11106","40.754740","-73.926848",NA
"6924 16 AVENUE","BROOKLYN",2021-09-21,"Open","Graffiti Reported","11204","40.619539","-73.997482",NA
"105-44 OTIS AVENUE","QUEENS",2021-09-21,"Open","Graffiti Reported","11368","40.739397","-73.854754",NA
"137 SECOND AVENUE","MANHATTAN",2021-09-21,"Open","Site downloaded for cleaning","10003","40.728854","-73.987498",NA
"36-19 35 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11106","40.754575","-73.926956",NA
"1140 PACIFIC STREET","BROOKLYN",2021-09-21,"Open","Site downloaded for cleaning","11216","40.678153","-73.954325",NA
"2238 86 STREET","BROOKLYN",2021-09-21,"Open","Site downloaded for cleaning","11214","40.601322","-73.992812",NA
"32-01 32 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11106","40.761249","-73.924859",NA
"22-09 QUEENS PLAZA NORTH","QUEENS",2021-09-21,"Open","Graffiti Reported","11101","40.751866","-73.942299",NA
"52-19 103 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11368","40.741484","-73.857832",NA
"41-50 22 STREET","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11101","40.752742","-73.942081",NA
"92-16 WHITNEY AVENUE","QUEENS",2021-09-21,"Open","Graffiti Reported","11373","40.747418","-73.874312",NA
"155 HESTER STREET","MANHATTAN",2021-09-21,"Open","Site downloaded for cleaning","10013","40.717445","-73.995877",NA
"37-27 108 STREET","QUEENS",2021-09-21,"Open","Site downloaded for cleaning","11368","40.753069","-73.859962",NA
"15-58 127 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11356","40.784832","-73.841240",NA
"2795 86 STREET","BROOKLYN",2021-09-21,"Open","Site downloaded for cleaning","11223","40.593000","-73.979048",NA
"639 5 AVENUE","BROOKLYN",2021-09-21,"Open","Graffiti Reported","11215","40.662942","-73.991753",NA
"842 41 STREET","BROOKLYN",2021-09-21,"Open","Site downloaded for cleaning","11232","40.645554","-73.997481",NA
"41-02 22 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11101","40.753230","-73.941630",NA
"55-03 103 STREET","QUEENS",2021-09-21,"Open","Graffiti Reported","11368","40.740755","-73.856985",NA
"32-09 48 STREET","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11103","40.755611","-73.912889",NA
"32-56 49 STREET","QUEENS",2021-09-20,"Open","Graffiti Reported","11103","40.754340","-73.912837",NA
"3 EAST    3 STREET","MANHATTAN",2021-09-20,"Open","Graffiti Reported","10003","40.726223","-73.991366",NA
"147-06 45 AVENUE","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11355","40.755520","-73.814986",NA
"60-01 NORTHERN BOULEVARD","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11377","40.753826","-73.901988",NA
"42-20 BROADWAY","QUEENS",2021-09-20,"Open","Graffiti Reported","11103","40.758106","-73.917178",NA
"32-45 62 STREET","QUEENS",2021-09-20,"Open","Graffiti Reported","11377","40.755126","-73.900506",NA
"301 ELIZABETH STREET","MANHATTAN",2021-09-20,"Open","Site downloaded for cleaning","10012","40.724669","-73.993546",NA
"2483 86 STREET","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11214","40.598104","-73.987472",NA
"6 EAST   17 STREET","MANHATTAN",2021-09-20,"Open","Site downloaded for cleaning","10003","40.737715","-73.991755",NA
"130 4 AVENUE","MANHATTAN",2021-09-20,"Open","Graffiti Reported","10003","40.733172","-73.989955",NA
"32-47 62 STREET","QUEENS",2021-09-20,"Open","Graffiti Reported","11377","40.755096","-73.900499",NA
"2361 86 STREET","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11214","40.599644","-73.990032",NA
"2117 86 STREET","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11214","40.603023","-73.995625",NA
"32-52 58 STREET","QUEENS",2021-09-20,"Open","Graffiti Reported","11377","40.754719","-73.903195",NA
"32-32 49 STREET","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11103","40.754672","-73.912566",NA
"152 AVENUE U","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11223","40.596368","-73.978676",NA
"2214 PITKIN AVENUE","BROOKLYN",2021-09-20,"Open","Graffiti Reported","11207","40.672615","-73.890946",NA
"58-15 NORTHERN BOULEVARD","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11377","40.753777","-73.902421",NA
"2502 86 STREET","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11214","40.597830","-73.987051",NA
"32-58 62 STREET","QUEENS",2021-09-20,"Open","Graffiti Reported","11377","40.754912","-73.900488",NA
"32-31 57 STREET","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11377","40.754962","-73.904184",NA
"32-02 57 STREET","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11377","40.755384","-73.904288",NA
"2371 86 STREET","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11214","40.599562","-73.989892",NA
"18 JEFFERSON STREET","MANHATTAN",2021-09-20,"Open","Site downloaded for cleaning","10002","40.713706","-73.988641",NA
"141 JOHNSON AVENUE","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11206","40.706494","-73.944304",NA
"48-02 BROADWAY","QUEENS",2021-09-20,"Open","Site downloaded for cleaning","11103","40.755929","-73.912542",NA
"85 FLATBUSH AVENUE","BROOKLYN",2021-09-20,"Open","Property Research Required","11217","40.685876","-73.978770",NA
"2038 86 STREET","BROOKLYN",2021-09-20,"Open","Site downloaded for cleaning","11214","40.604025","-73.997303",NA
"104 WEST   17 STREET","MANHATTAN",2021-09-20,"Open","Site downloaded for cleaning","10011","40.739450","-73.995897",NA
"1953 FLATBUSH AVENUE","BROOKLYN",2021-09-19,"Open","Graffiti Reported","11234","40.622090","-73.936294",NA
"1733 CORNELIA STREET","QUEENS",2021-09-19,"Open","Graffiti Reported","11385","40.700476","-73.905326",NA
"75 COLUMBIA STREET","BROOKLYN",2021-09-18,"Open","Graffiti Reported","11201","40.689256","-74.000653",NA
"1145 STERLING PLACE","BROOKLYN",2021-09-18,"Open","Graffiti Reported","11213","40.672015","-73.940648",NA
"1574 TOWNSEND AVENUE","BRONX",2021-09-18,"Open","Site downloaded for cleaning","10452","40.843600","-73.914115",NA
"401 NOSTRAND AVENUE","BROOKLYN",2021-09-18,"Open","Site downloaded for cleaning","11216","40.683891","-73.950268",NA
"85 STANTON STREET","MANHATTAN",2021-09-18,"Open","Graffiti Reported","10002","40.721532","-73.988780",NA
"543 LEXINGTON AVENUE","BROOKLYN",2021-09-18,"Open","Graffiti Reported","11221","40.688931","-73.940132",NA
"270 EAST MOUNT EDEN AVENUE","BRONX",2021-09-18,"Open","Property Research Required","10457","40.842678","-73.907318",NA
"854 JACKSON AVENUE","BRONX",2021-09-17,"Open","Site downloaded for cleaning","10456","40.821075","-73.905852",NA
"30-55 VERNON BOULEVARD","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11102","40.770633","-73.934380",NA
"11-50 31 AVENUE","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11106","40.769159","-73.934327",NA
"21-20 DITMARS BOULEVARD","QUEENS",2021-09-17,"Open","Graffiti Reported","11105","40.780336","-73.916673",NA
"271 DEVOE STREET","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11211","40.713874","-73.938584",NA
"163 WEST  107 STREET","MANHATTAN",2021-09-17,"Open","Graffiti Reported","10025","40.800633","-73.964054",NA
"21-11 27 STREET","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11105","40.779168","-73.911392",NA
"23-92 23 STREET","QUEENS",2021-09-17,"Open","Graffiti Reported","11105","40.776062","-73.920344",NA
"6518 13 AVENUE","BROOKLYN",2021-09-17,"Open","Graffiti Reported","11219","40.625822","-74.001704",NA
"6502 20 AVENUE","BROOKLYN",2021-09-17,"Open","Graffiti Reported","11204","40.616428","-73.985970",NA
"23-15 24 AVENUE","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11102","40.775790","-73.920337",NA
"35-20 DITMARS BOULEVARD","QUEENS",2021-09-17,"Open","Graffiti Reported","11105","40.774708","-73.908701",NA
"70-01 BEACH CHANNEL DRIVE","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11692","40.592665","-73.799119",NA
"181 1 STREET","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11215","40.676180","-73.986758",NA
"6901 14 AVENUE","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11228","40.622284","-74.001772",NA
"350 BEACH   79 STREET","QUEENS",2021-09-17,"Open","Graffiti Reported","11693","40.590694","-73.805325",NA
"33-33 11 STREET","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11106","40.765881","-73.936998",NA
"2005 65 STREET","BROOKLYN",2021-09-17,"Open","Graffiti Reported","11204","40.616288","-73.985459",NA
"2366 65 STREET","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11204","40.611632","-73.977796",NA
"100 GOLD STREET","MANHATTAN",2021-09-17,"Open","Site downloaded for cleaning","10038","40.710353","-74.004007",NA
"136 BEACH  116 STREET","QUEENS",2021-09-17,"Open","Graffiti Reported","11694","40.578495","-73.836432",NA
"164 BEACH  116 STREET","QUEENS",2021-09-17,"Open","Graffiti Reported","11694","40.578970","-73.836704",NA
"117 NASSAU AVENUE","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11222","40.724304","-73.949213",NA
"20-77 STEINWAY STREET","QUEENS",2021-09-17,"Open","Graffiti Reported","11105","40.774968","-73.903462",NA
"60 GRAND STREET","MANHATTAN",2021-09-17,"Open","Site downloaded for cleaning","10013","40.722232","-74.003434",NA
"27-01 24 AVENUE","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11102","40.773894","-73.917653",NA
"1312 WEST    6 STREET","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11204","40.612870","-73.980615",NA
"936 EAST  167 STREET","BRONX",2021-09-17,"Open","Site downloaded for cleaning","10459","40.826691","-73.893230",NA
"19-35 HAZEN STREET","QUEENS",2021-09-17,"Open","Site downloaded for cleaning","11370","40.773172","-73.893652",NA
"2185 PACIFIC STREET","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11233","40.675717","-73.914190",NA
"192 BEACH  116 STREET","QUEENS",2021-09-17,"Open","Graffiti Reported","11694","40.579448","-73.836977",NA
"2011 67 STREET","BROOKLYN",2021-09-17,"Open","Site downloaded for cleaning","11204","40.615072","-73.986576",NA
"1635 MAYFLOWER AVENUE","BRONX",2021-09-16,"Open","Site downloaded for cleaning","10461","40.844479","-73.834636",NA
"2207 AMSTERDAM AVENUE","MANHATTAN",2021-09-16,"Open","Site downloaded for cleaning","10032","40.840712","-73.935640",NA
